comment_id;username;userid;label_sentimen;text
18371762530104119;andriyan_syah16;5699302005;Positive;@delisindrayani95 yuk kita semua rakyat indonesia rame2 viralkan taq seluruh pejabat2 yang korupsi walaupun itu pejabatnya dalam pemerintahan prabowo!!! yuk ramaikan viralkan semua nya taq para2 pejabat2 dan seluruh instansi2 termasuk instansi2 @official.kpk , @dpr_ri dan semuanya keseluruhan instansi2 yang bertugas mengenai korupsi2 di Negara Indonesia Ini!!!! Lawan Korupsi Lawan Ketidak Adilan di Negara yang super besar Ini!!!! biar semua instansi mulai 2024 dan  selamanya mulai jujur dan adil dalam bekerja!!!!
18041895599502719;yuliana_bint1;51540007885;Negative;@rif_rifqi_1717 ya elah bocil bocil, fokus sekolah aja dulu cil biar pinter
17948020001762962;rif_rifqi_1717;49772190898;Negative;@yuliana_bint1 bocil teriak bocil😂😂😂
18465362713048430;andriyan_syah16;5699302005;Positive;@lailafazryyy yapsssss 100 persen jangan ada pembelaan yang salah tetap salah ya ingat itu @kejaksaan.ri !!!! anda @kejaksaan.ri akan ada pertanggungjawaban kalian di akhirat kelak oleh ALLAH SWT Ingat itu!!! dan hukuman kalian kalo ga jujur dan adil kalian akan dapat hinaan dan siksaan amat perih 100 persen dan semoga kalian dapat rezeki atau uang haram dari hasil kerja kalian ini!!!!
18468217819034370;tresna26;104910859;Negative;Malah kemana2 kan ???😂😂dikira masyarakat bodoh kali 🤣Tugas kalian berbohong, tugas kami pura2 percaya 🤣
17967572909803361;mulyadiryan07;22252264821;Negative;Lawak Lo institusi...jelas2 Dito Nerima uang ga Lo tangkap???
18044825288315620;andriyan_syah16;5699302005;Negative;@t0p.kom3n Aamiin ya rabbal aalaamiin ya ALLAH SWT 🤲
18270932566218271;tresna26;104910859;Negative;@ditoradhyaa @kejaksaan.ri simalakama kan ? Pengen terlihat tegas malah jadi bumerang buat instansi sendiri 🤣
17905373493054757;andriyan_syah16;5699302005;Negative;@t0p.kom3n ya kalo mereka ingat dan tahu adanya syurga neraka kalo ga percaya mereka hal tersebut wassalam lah yang ada kerja sesukanya dan penting ada cuan masuk dan posisi kerja mereka aman karna membela yg salah dll ya tapi semoga bisa bekerja secara jujur dan adil ...kalo ga ya cukup mereka dan ALLAH SWT Yang tahu kerja dan hati mereka ini sipara @kejaksaan.ri !!!
17925689450869173;nampaw14;1538245756;Negative;@dzackibrahim_10 aamiiinn
17842042461354801;nampaw14;1538245756;Positive;@ditoradhyaa up👏
18027452894578914;nampaw14;1538245756;Positive;@ditoradhyaa up👏
18048887798067116;nampaw14;1538245756;Positive;@ditoradhyaa up👏
18208663069294434;nampaw14;1538245756;Positive;@ditoradhyaa up👏
18066687727640798;andriyan_syah16;5699302005;Negative;@sarsaaparila lalu kata buzzer pemerintahan langsung menyerang dan menghina kelompok abah... padahal yang sebenarnya yg rusak otak dan hatinya itu mereka ga sadar kan diri mereka si kaum bansos,kaum suka dikasih jabatan
17883770430114322;andriyan_syah16;5699302005;Negative;@suseno_andrean maka barangsiapa yang tidak percaya adanya ALLAH/TUHAN maka dia termasuk orang2 golongan KAFIR !!!!
17901508964980966;andriyan_syah16;5699302005;Negative;@loezhanks taq orangnya kak
18024644405435569;andriyan_syah16;5699302005;Negative;@loezhanks saya bantu taq orangnya kak mana tahu dia lihat dan balas commnet  @zul.hasan  apa tanggapan si orang ini???
18096166408430954;andriyan_syah16;5699302005;Negative;berani ga @kejaksaan.ri ????
18045856265080866;ninuyaq;64827830264;Negative;@t0p.kom3n aamiin yra
18014193221359284;ninuyaq;64827830264;Negative;Kalimat nggak nyangka ya?
18465003127001708;maulidiaul;51732452307;Neutral;saya sebagai pendukungnya santai aja , kalo emang salah ya silakan diadili, semua usut .. periksa kalo berani , ingat loh dunia ini sementara , semua perbuatan akan dipertanggungjawabkan.
18044282228038394;shadqnajwa;5965222059;Positive;Sekalian mendag2 yg lain diperiksa @kejaksaan.ri . Terutama @zul.hasan . Spy hukum di Indonesia tidak terkessn tebang pilih
18167679844311262;ninuyaq;64827830264;Negative;@ninuyaq tambahin, ga nyangka ya mentri2 perdagangan lain malah lebih gede2 impornya..tambahin lg kalimatnya, siyap2 yaa yg lainnya... gitu dong
18052556101934102;shadqnajwa;5965222059;Negative;@rif_rifqi_1717 emang ud pernah ke jis?
18043620608319117;shlviaayukntmiii04;38050659424;Negative;YAQUT KAPAN DI USUT?
18301345888205279;shlviaayukntmiii04;38050659424;Neutral;Coba periksa juga Mentri kesayangan Mulyono. Masa sih mereka smua pada bersih dr korupsi?😮
17943661589864313;nugraheny___;3897794738;Negative;@anand_dat maklumin aja otaknya gak nyampe.. kelamaan ngrendem di gorong2
18040119302153925;mukegile2105;47185500164;Neutral;Ga usah tebang pilih..periksa semua
18044278355086887;mulyanaahmad_;6880502711;Negative;😂
17873840766196368;raviramadanahasibuan;1638353112;Negative;Hati hati kejagung kenak serangan balik netizen
18037966526236674;nugraheny___;3897794738;Negative;Kalo firli kok sampe skrg gak ditahan? Nanya aja kan sy jg masyarakat
18043110662287141;md_alih98;46602619261;Negative;@suseno_andrean padahal udah pada tua, tapi lebih takut sama Fir'aun daripada pencipta nya😂
18046054181094353;ganis_makeup;10581265257;Negative;Kerja kalian lucu sekantor
17991259799574174;chimcum_;2267693937;Negative;Kejaksaan sdh spt @official.kpk  jadi alat penguasa
17934639695946785;elyhaz.id;54502316393;Negative;@mat_mulyana pdhl pas gula langka zaman zulhas ya, tuh kmrn2 beli gula susah dibatasi 😁
18051639043934349;arumy.attahmid;2280194457;Negative;@dzackibrahim_10 kita semua bakalan jadi saksi yg memberatkan mereka di akhirat kak
18021541094285686;ahmadakbar_52;8999852179;Negative;Lawakan macam apa ini 😂😂
18024902861240352;_evitasoviasukma15;3602851937;Negative;@t0p.kom3n aamiin ya Allah 🤲🏻
18026436155597471;kimsotdot;6606780237;Negative;@ditoradhyaa @kejaksaan.ri HARUSNYA ANDA TAHU MALU
18461299831029277;evanurulef;2330295238;Negative;@prabowo
18036104213048582;andihirsal;10649483328;Negative;Kejagung kamu kurang makan apa gimana? Hahahahah
18072298246528949;sejatinya_hidup_adalah;66860465786;Negative;@zul.hasan @airlanggahartarto_official @cakiminow @khofifah.ip kapan pak jaksaaaaa ??? Ayo bisa yok....
17912107637935628;reza_maris;2657703894;Negative;Kebakaran 2020 tuh urusin banyak dokumen/ bukti yg hilang😂🤡
18020146808538206;irfaaaaaant;66996544503;Negative;@latifali__ ink blm ada buktinyaa bambang makanya cari info
18461961220026196;yahya_x_x_02;63938745590;Negative;@rif_rifqi_1717 tau apa cil ? 😂😂
17845383192327197;f1ght3r_21;18369282716;Negative;8 tahun bukan politisasi ? helllo...................buka topengmu
17968157786803446;ciknoor_official;30073503986;Negative;@t0p.kom3n aminnnnnn
17936161925813461;is__rais;45023598386;Negative;Usut dong korupsi kroni kroni mulyono : Luhut binsar panjaitan, airlangga hartanto, bahlil , budi arie , zulkipli hasan dan semua orang orang mulyono korupsi triliunann.. Di kira rakyat gatau
17995051136537692;ronairrahim;7342218485;Negative;@rif_rifqi_1717 anies sudah bolak balik di periksa malasah formula e tpi terbukti ga bersalah malah si firli yg masuk bui lu klo cari info yang lengkap jgn fomo doang
18118757494404069;idamawadah;2355401374;Negative;Gk pada takut akherat apa semuanya? Buta yah pada??? Lillahita'ala sepeserpun pajak yg saya keluarkan untuk menggaji kalian akan saya minta pertanggung jawabannya....
17898236583082316;itsnurrrr____;40351510141;Negative;@dzackibrahim_10 ini klo hatinya terbuka baca ini merinding...tapi g tau bliau2 yg hatinya sudah almarhum,..
18055235089850281;anouklivv_;60638829729;Negative;WELCOME TO THE HELL ,PARA PENEGAK HUKUM YANG TIDAK BISA ADIL . Malaikat Malik sudah menanti anda semua 🔥🔥🔥
18042512516110657;dnyl.frds_;29527025397;Negative;Aneh banget ya... Jadikan tersangka dulu baru deh buktinya dicari. Apa apa mah kalo mau jadi tersangka ya harus ada bukti dulu lah. Bukannya main tangkap tapi buktinya nyusul.
18004330547673826;anouklivv_;60638829729;Negative;@nurim1536 Sabar malaikat Izroil lagi otw
18332768947147666;tofayanes26;1425877084;Positive;😂🔥👏
17884426200120384;rif_rifqi_1717;49772190898;Negative;@adha_trafalgar bukan gak terbukti  barang buktinya aja blm ada😂😂
18065120170728259;rif_rifqi_1717;49772190898;Negative;@yahya_x_x_02 ya anak abah gk trima😂😂😂
18309757732166550;rif_rifqi_1717;49772190898;Negative;@ronairrahim y  kasihan abah orang kepercayaaan korupsi😂😂
18024220427224369;ra_hmat1610;63360668814;Negative;@adityavandy ya Ndak brani....sieuneun si eta na ge
18248306026273199;yahya_x_x_02;63938745590;Negative;@rif_rifqi_1717 jgn telen mentah2 kalo baca brita 😂,, biar ga kliatan bodoh nya 😂😂
17944414892778910;rif_rifqi_1717;49772190898;Negative;@yahya_x_x_02 liat ntr cil siapa yg bakal ketangkep selanjutnya
18286620709234469;adha_trafalgar;2105448435;Negative;@rif_rifqi_1717 gak ada atau belum ada? Jgn fitnah kau
18056992375868821;rif_rifqi_1717;49772190898;Negative;@adha_trafalgar liat aja ntr
18327885616157972;kentangmustofa.99;2008022015;Negative;@t0p.kom3n Aamiin
18075776755565215;dewi_rosani;3666415421;Negative;Pak ingat akhirat Pak,.
18045861716091455;yahya_x_x_02;63938745590;Negative;@rif_rifqi_1717 wkwk tunggu sja smua ada gliranya ,asal g sembunyi di ketek
18063419935737604;yahya_x_x_02;63938745590;Positive;@rif_rifqi_1717 next minyak mungkin 😂
18052591378822109;rif_rifqi_1717;49772190898;Positive;@yahya_x_x_02 nex  tugu bambu dulu😂😂
17885762241108205;adrewefrosina_;62586894775;Negative;Bahkan Sekelas media sosial centang biru pun langsung Manyatakan TERSANGKA ,pdahl bukti belum ada wkwkw ,
18428329102079466;yahya_x_x_02;63938745590;Negative;@rif_rifqi_1717 jgn di lupakan blok 'M' 🔥
18051721796073574;rif_rifqi_1717;49772190898;Negative;@yahya_x_x_02 jangan lupa bayar utang dulu ke prabowo pas kampane gubernur DKI jakarta yg modalin  siapa🔥
18063929227667203;rif_rifqi_1717;49772190898;Negative;@yahya_x_x_02 jangan lupa stadion jis🔥
17975658491638516;yahya_x_x_02;63938745590;Negative;@rif_rifqi_1717 wkwkakaakakak jaka sembung bawa golok
18027617267164772;rif_rifqi_1717;49772190898;Negative;@yahya_x_x_02 ya pendukung abah pada ngamok wkwkwkw
18037492616224279;toetyprima;579482385;Negative;@t0p.kom3n emanknya mereka percaya Tuhan? Di sumpah aja byk yg ngelanggar, dosa harta dan jabatan itu kenikmatan bagi mereka.
17907525534027283;yahya_x_x_02;63938745590;Negative;@rif_rifqi_1717 siapa yg dukung abah ? 😂😂 Kocak lu dikit2 dukung abah ,
17935261529926581;toetyprima;579482385;Negative;@rif_rifqi_1717 otak dongok di pelihara, ayam pelihara betelor
18039795562982013;yahya_x_x_02;63938745590;Negative;@rif_rifqi_1717 jgn sempit berfikir ya centong warteg 😂😂
18135308593368723;dikyhardiyansyah;640891413;Negative;@rif_rifqi_1717 knp liat aja ntr? Mau dibuat barang buktinya? Atau dicari2 salahnya?
18256460872266427;rif_rifqi_1717;49772190898;Negative;@yahya_x_x_02 yaaaaaa kasihan  gak  junjungannya gak pendukungnya pada nganggur semua😂😂 suruh aja abah alive tiktok trs buat bayar utang ya😂😂
18075176428521132;tby_boyy;60323408901;Negative;@nurim1536 takut lo sama zulhas @kejaksaan.ri , atau cuma sesuai pesanan? Yaudah gua doain semoga gaji lo semua jadi bahan bakar api neraka deh
18024982997594100;jefrisahmulia;2329701322;Negative;@ditoradhyaa mana ada nyalinya, kayak gak tau ajalah. Ya kan pak @kejaksaan.ri 😂😂. Kalau diusut bisa di PHK lah
18024384047228166;jefrisahmulia;2329701322;Negative;@rynthndidi kalau yang begini @kejaksaan.ri pura pura GOBLOoooK 😂😂😂
18461063749019325;yahya_x_x_02;63938745590;Negative;@rif_rifqi_1717  minim literasi oreg warteg 😂
18045616973314375;moh_hafiz_azdam;8187013199;Positive;Padahal mereka aparat penegak hukum tentu hapal bahkan faham hukum
18465058744054333;cahayarp;3265174079;Negative;Buruan tobat wahai hamba penguasa, malaikat udah siap siap bawa golok.
17905309239059436;prianggaranugrahadimas;3218491228;Negative;Wkwkkwkwkwkw ada bukti dulu tangkep... Yg lain juga impor pada saat surplus.... Enak banget kerja di kejaksaan... Kalo bukti jelas penjara aja Tom Lembong namanya juga salah.... Tp liat dulu mentri yg sebelum dan yg sesudah.... 😂😂😂 sorry ya buat temen2 gw yg kerja disini.... 😂😂😂
17986018952743144;ariesbudianto2404;18762167272;Negative;Pak bgm dgn perpres no 68 th 2021, bhw kebijakan menteri hrs persetujuan jokowi .. lalu jika TL bisa diperkarakan kebijakannya bgm dgn jokowi yg telah menyetujui kebijakan menterinya?
18044011448316920;rany_ariaty;5422220101;Positive;@t0p.kom3n Aminnn.... 🤲🤲🤲
17989518371581107;anto_sadja;368543024;Negative;@rif_rifqi_1717 merata apanya gak ada efek positif nya buat warga sekitar
17918744123901417;arif942010;45695990067;Negative;Halah Cemen, tangkap dong si @luhut.pandjaitan @enggartiastolukita @jokowi dong
18024639554600610;rosmaridwann;1959905470;Negative;Woy masih banyak yg kasusnya lebih dari ini,tuh si Zulkifli gak di usut ..
18375802531105931;imamfadlullah;7037274696;Negative;dimana keadilannya? Menteri lain ga ikut di periksa?
18255473233257773;aldi_frans;2101685995;Negative;@ditoradhyaa @kejaksaan.ri BACA!! Blog
18093645790491291;amdi_lubis_;14323511402;Negative;Woppppp tebang pilih,pertonton kan aja kebobrokan hukum di republik ini biar rungkad sekalian
18017544245553861;jacqlinechen;4513910195;Negative;minimal ad bukti dulu baru nangkep orang😅
18338753353183972;selvya_26;5971572752;Negative;"@ditoradhyaa @prabowo usut juga dong kasus ini ,jangan mentang mentang satu tim di lewatkan..harus adil jangan kasus tom lemong aja yg di usut..masih banyak ni kasus"" yg belum tuntas..bpk Sebagai presiden harus netral dan tidak boleh memihak"""
17929262453848599;selvya_26;5971572752;Negative;@rynthndidi @kaesangp @bobbynst halo apakabar nya di pak blok Medan dan jet pribadi
17976385781787600;lanubulabubulabubu;39663761068;Negative;Halo @gofoodindonesia sudah sesuai pesanan ya. Mirip ini @kejaksaan.ri
18058459684829123;selvya_26;5971572752;Negative;@cutrizka33 @prabowo @gerindra harus netral dong jangan karna satu tim di lewatkan begitu saja
18037710554239571;fadillah_anik;50161527785;Negative;Belum ada bukti kok di tetapkan tersangka....klian sehattt ????!!!!
18336544690177898;nanangmusfikalhasibuan;48563475406;Negative;Gimana mau maju negri ini ..habis masa jabatan baru ke bongkar..kenapa sewaktu beliau menjabat tidak ditangkap..harusnya disitu lebih nyata buktinya
17989125059735070;mat_mulyana;1814231132;Negative;Gedeg banget ke si huis🤣
18042236233907119;lulughavar;1485336925;Negative;Kejagung meriang 😮
18022906823257425;lulughavar;1485336925;Positive;@t0p.kom3n aminamin ❤️
18065537236734522;delaasabrinaa;60805126937;Negative;Jgn Lupe menteri yg Laen jg di usut ya bos, jangan tebang pilih
18279919732245662;dhenny.akbar;413797828;Negative;Si dito kapan ditangkap?? Aliran dana sudah jelas malah dibalikin masalah selesai😂
17878848252175383;delaasabrinaa;60805126937;Negative;@rif_rifqi_1717 o aja😂
18046046045016710;delaasabrinaa;60805126937;Negative;@delisindrayani95 o itu kan dri Mul Mul 😂beda dong
18081412768526776;afthsn;46837438172;Negative;@ditoradhyaa @kejaksaan.ri Jangan pada nutup mata
18019594979556711;putrinabila_bilkis;2708326920;Positive;Airlangga dito zulhas yaqut jangan di abaikan, remember ALLAH always watching you
18067323712647189;snackruang;22348075265;Positive;Pak @prabowo ayo bersih2, kita dukung
17981510036767087;anggun.mursika90;233896338;Negative;Tangkap juga Mendag setelah ny yg impor gula
17854942158299112;w4liy;294964111;Negative;Kejagung Bobrok, pak @prabowo tolong di tindak tegas klo memang ada permainan. Belum ada bukti sudah tetapkan tersangka. Berikan sanksi tegas terhadap oknum yang menyalahgunakan jabatan
18052377421899382;w4liy;294964111;Negative;@t0p.kom3n Aamiin
17853661983301008;anggun.mursika90;233896338;Negative;TANGKAP JOKOWI, dia g mungkin g tau kalo.bawahan ny impor gula. Pasti atas persetujuan dia
17937256478920063;w4liy;294964111;Negative;@ditoradhyaa UP., tangkap Mulyono dan antek2nya klo memang kerja lo bener @kejaksaan.ri
17996671934528581;mustiko.id;2274543757;Negative;Memang udh zamannya mas , saat ini manusia hanya percaya akan Dunia . Karena akhirat belum ada di hadapannya . Bgtu pula ketika didalam Rahim .
18024041837610274;_mufqihas98;3157947160;Positive;usut sampai zulhas
17842236459356431;gustri01;1664214656;Positive;pejabat yang lain gimana? ADIL DONG!
17905745649049086;sandisaputra700;6846404667;Negative;Berani taroan alpard menteri sebelum sama sesudah nya ga bakal berani di perikasa..mentok di pak tom ajah..wkwkw
18061906396760331;fhrul_rozi;900276405;Negative;Berat kali hisab kalian nanti.
18042118906898355;fawwazrafif13;2510198334;Negative;Semua mentri periksa juga dong jangan Karna berbeda pilihan politik dijegal wkwkkw👏👏👏
18029550992136114;raiq.naqiriznyel;53605512168;Negative;kalau @@kejaksaan.ri pakai dalil tentang kebijakan maka seluruh menteri wajib kena! tapi kalau terbukti dapat feee maka wajib di hukum Tom Lembong! jangan setengah2 mainnya usut semua!
18018430778617981;lubna.syech;63497679183;Negative;@nurim1536 bpk @zul.hasan ini malah bnyak bngeet korupsinya..😂😂😂 pasti bingung @kejaksaan.ri  mau mulai dari mana.. 😆😅
18042502910149735;angiekamalia;330150532;Negative;@ditoradhyaa up up
18037459349218833;heny.gw;16088032891;Positive;ayo tunjukkan peran sebagai pejuang penegak keadilan.. ingat hisab dan pengadilan akhirat itu haq dan pasti ada.. j🔥🔥🔥🔥 #hukum #malu #adil
18041283544945605;rifqi.93_;2942535370;Negative;Kejagung by request penguasa kerjanya
17930427023842279;kurniadi_syahputra02;8270393223;Negative;Case but no case
18047900189051638;adha_trafalgar;2105448435;Negative;@rif_rifqi_1717 Formula one udah di periksa habis dan gak terbukti
17934757139937310;miftahainunn;4128925569;Negative;@ditoradhyaa ini kalo dikumpulin bisa sekampung ya hahahaha dan mirisnya malah punya jabatan 🤣
18032700056090425;zavisamira333;342230549;Negative;Tolong audit keuangan DAMKAR
18150950290326524;lailafazryyy;1969877523;Positive;@delisindrayani95 kalau orang-orang di kejagung memiliki kemampuan untuk berpikir, bernalar & adil berdasar hukum yang berlaku, minta tolong buat usut presiden yang baru lengser kemarin dong @kejaksaan.ri
17861431050266224;nitaoktav2;183227739;Negative;Gimana yg impor gula sesudahnya sama juga pada saat surplus malah mereka lebih banyak drpd tom. Impornya
17888081613102561;delisindrayani95;2253970887;Negative;@risris_yusti AAMIIN YA RABB ,SEMOGA ALLAH MELAKNAT MEREKA
18143091160348349;senja_wulandari12;65944002652;Negative;@ditoradhyaa noh pak di laporin
18107107927433740;senja_wulandari12;65944002652;Negative;ingat seperti yg di katakan, kajagung bekerja jika ada laporan dr masyarakat, MASYARAKAT ELIT LAHHHHHH SIAPA LAGIIII
17946323105863146;andri_fahmiezi;2234485370;Negative;@ditoradhyaa up
18151812958331909;arinaufa79;1510069125;Negative;@dzackibrahim_10 yakinlah Allah tdk akan membuat tenang hidup orang² yg munkar...
18119633785398665;arinaufa79;1510069125;Negative;@ditoradhyaa ya Allah ngeri bgt jmn skrg ya, bolo²nan... 😢
17864052978252744;miandritya;1807691551;Negative;@t0p.kom3n Aamiin yaa Allah Aamiin🤲🤲
17990706719713996;aulia_syc;1458392900;Negative;Menteri yg lain jg pd impor,kira2 ditangkap gk?
18076839055561169;ferdianarisona;1125762063;Negative;Mana yg lain ?? Rakyat sudah tak percaya lembaga seperti ini jika yg tebang pilih kasus ..
18056535988848819;irp.26;3617995471;Negative;Apasih prestasi Kejaksaan ini??
17865179427181925;fairusman1;46141510464;Negative;@ditoradhyaa mereka se grombolan bolo dewe
18012646199387856;fionarayana;8554880029;Positive;Bersikap adillah walau terhadap musuhmu sekalipun!
18047875306993128;fairusman1;46141510464;Negative;@kejaksaan.ri apa sdh ada barang bukti permulaan? Apa buktinya? Jawab!
18463438120013300;fionarayana;8554880029;Negative;@ditoradhyaa itulah kenapa syarat jpeguasa itu harus adil, kalau gak adil gini tak pantas jadi jaksa
18376128604099470;jpxx___;3455912452;Negative;@zul.hasan gmna nih😂
18041730275136369;fionarayana;8554880029;Negative;@t0p.kom3n kasihan keturunannya , mending orangnya langsung yg kena
18022695068613727;agungpratamaa00;4810065950;Negative;Buktinya mana????
18025097816216172;erlangga.p21;3270354850;Negative;"Kejaksaan mau ikut ugalan juga?"""
18032494277078769;shindydhita;532993060;Negative;Pak klo ga inget malu minimal inget DOSA, berlakuin hukum yg adil. Klo emg salah tangkepin smua jgn cm yg ngga sekubu sm penguasa doang yg ditangkepin. Bukti blm ada udh tersangka aja. KOCAK 😂
17955237215838833;annahelalfath;2023895574;Negative;@rif_rifqi_1717 gimana formula one? 😂😂
17956047692837934;bamdrosepilami;54366348278;Negative;Jangan lupa tangkap juga si @zul.hasan T4I 4NJIN9 🤪
18014994284359817;imelda3496;30285370786;Negative;@kejaksaan.ri  semut diseberang lautan nampak, gajah dipelupuk mata g nampak. Jng tebang pilih pak! Jng sesuai pesanan!. Yg dah jelas koruptor g ditangkap, aman2 aj. Apa krn lingkaran istana?.
18052510765902228;wiwit5287;50374700537;Negative;Mantaaap...gerak cepat
18105798130444118;lu_tv;1217559554;Negative;Liat aja nanti di akhirat bos kalian yg diadili
18030407591110236;wiwit5287;50374700537;Negative;@ditoradhyaa cie pasukan sakit hati 16%
18032911286346294;ditoradhyaa;722768330;Negative;@wiwit5287 cie pasukan 58% buzzer fufufafa😂
18027117011419240;royhan_301;66900711756;Negative;@ditoradhyaa.  @prabowo tolong pak jangan seperti @jokowi yang melindungi pejabat2nya hanya karna menjilat merapat kepada anda.. seperti yang sudah anda sampaikan kemaren tidak ada yang kebal hukum.
18067202953632155;prizyia_11;176000984;Negative;Politis banget!
18060834712801645;tauhid_thaib;67630971697;Negative;Jadi tom lrmbong dapat fee impor gula berapa ratus milyar pak jaksa?
17881778631161129;milahastalia;290517640;Negative;Hukumannya lebih berat dr 271 T, logika ku gak sampe🫣
17925800765971552;bahasaperasaan_photowork;5536700128;Negative;Terus-teruske pak, people power akan terus membumbung
18479304094013494;azmfth_;11631805485;Negative;@t0p.kom3n aamiin
18049625602944693;firta_gon;64402863441;Negative;Wkwkw tersangka? Jika memang tidak terbukti apa kejaksaan ingin di pertanggung jawabkan tuduhannya☺
18032167505097303;ilham_.26;5465432352;Negative;@rif_rifqi_1717 mending hapus, daripada malu
18093207874488794;karinaerviani;1771532319;Negative;Minimal ada bukti dulu baru tangkap, trus menteri yg lain gimana..dzholom banget kalian ya. Ingat pengadilan akherat pak
17948260823761633;_apalhartinama_;10684465498;Negative;"@ditoradhyaa @prabowo bukan nya bpk presiden kita itu tegas yah, bukan kh visi misi nya memberantas koruptor. Lah ini knp yg jelas  bukti  blm di kantongi sudah di nyatakn bersalah. Noh usut pak yg jelas"" bersalah👆 ya salaaam mo di bawa kmn negri ini. Bagaimana nasib bngsa ini jika ketegasn nya seorng pemimpin tdk mengarah pd hal yg salah & benar"""
18246058939274314;rzbaskoro;7463328272;Negative;malu oii malu.. bukti ga ada main status tersangka aja.. kuota haji noh telusurin.. katanya penegak HUKUM.. HUKUM PESANAN?
17886425493133765;infocegatannjogja.harian;53260199306;Negative;Memalukan Sloga hanya SBG semboyan...bukti blm kuat sudh dijadikan tersangka 😂😂😂
18282108031208239;akbarmuhammad_21;7504419942;Negative;KEJAKSAAN SESUAI PESANAN!! TUNGGU BALASAN LU ORANG ZALIMMM!!! @kejaksaan.ri
18050576908795924;fadillah.coach;37792514348;Negative;@rif_rifqi_1717 Apalah bocah satu ini, kecil-kecil udah diajarin ibunya ngejilat mulyono
17908424934022143;ruri.uwi;4589108870;Negative;@t0p.kom3n Aamiin.. Tandai nanti di akherat...
18044919887100703;rif_rifqi_1717;49772190898;Negative;@fadillah.coach  dri pada ngejilat wan Abud yaman sama banteng🔥
18142289467358153;funisaa;7743914185;Negative;Yek yek
18047128747852742;danioktaprihandi;2291465896;Negative;Gimana kasus hakim yg ketauan jual beli kasus apa kasus tom Lembong buat nutupin yg Lg kasus jual beli kasus #cumatanyasaja 😁😁
18057048841863332;junaedii11;3281445055;Negative;Ditunggu yg lain nya, biar fair ya @ryan.rnld yg kmarin noh soal kuota haji😮
18061124560698437;junaedii11;3281445055;Negative;@ditoradhyaa nahh. .up🔥
17926888934968688;latifali__;5684846401;Negative;@delisindrayani95 klo misalkan udh punya bukti ya pasti ditangkap mba...
